ⲧⲁⲣⲭⲏ	ⲧ|ⲁⲣⲭⲏ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ⲉϣⲧⲉⲙⲙⲟⲩϫⲧ	ⲉ|ϣⲧⲉⲙ|ⲙⲟⲩϫⲧ
ⲛⲉⲙⲱⲟⲩ	ⲛⲉⲙⲱ|ⲟⲩ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲉⲟⲩⲟⲛ	ⲉ|ⲟⲩⲟⲛ
ⲟⲩⲁⲓ	ⲟⲩⲁⲓ
ⲉⲩϯ-ⲣⲁⲛ	ⲉ|ⲩ|ϯ-ⲣⲁⲛ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ϫⲉⲥⲟⲛ	ϫⲉ|ⲥⲟⲛ
ⲉⲟⲩⲡⲟⲣⲛⲟⲥ	ⲉ|ⲟⲩ|ⲡⲟⲣⲛⲟⲥ
ⲓⲉ	ⲓⲉ
ⲟⲩⲣⲉϥ-ϭⲓ-ⲛ-ϫⲟⲛⲥ	ⲟⲩ|ⲣⲉϥ-ϭⲓ-ⲛ-ϫⲟⲛⲥ
ⲓⲉ	ⲓⲉ
ⲟⲩⲣⲉϥ-ϣⲁⲙϣⲉ-ⲓⲇⲱⲗⲟⲛ	ⲟⲩ|ⲣⲉϥ-ϣⲁⲙϣⲉ-ⲓⲇⲱⲗⲟⲛ
ⲓⲉ	ⲓⲉ
ⲟⲩⲣⲉϥ-ϩⲱⲟⲩϣ	ⲟⲩ|ⲣⲉϥ-ϩⲱⲟⲩϣ
ⲓⲉ	ⲓⲉ
ⲟⲩⲣⲉϥ-ⲑⲓϧⲓ	ⲟⲩ|ⲣⲉϥ-ⲑⲓϧⲓ
ⲓⲉ	ⲓⲉ
ⲟⲩⲣⲉϥ-ϩⲱⲗⲉⲙ	ⲟⲩ|ⲣⲉϥ-ϩⲱⲗⲉⲙ
ⲡϩⲁⲓ	ⲡ|ϩⲁⲓ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
ⲟⲩⲇⲉ	ⲟⲩⲇⲉ
ⲙⲡⲉⲣⲉⲣ-ϣⲫⲏⲣ	ⲙⲡⲉⲣ|ⲉⲣ-ϣⲫⲏⲣ
ⲛⲟⲩⲱⲙ	ⲛ|ⲟⲩⲱⲙ
ⲛⲉⲙⲁϥ	ⲛⲉⲙⲁ|ϥ
.	.
ⲉⲣⲟⲩ	ⲉⲣ|ⲟⲩ
ⲅⲁⲣ	ⲅⲁⲣ
ⲛⲏⲓ	ⲛⲏ|ⲓ
ⲉϯ-ϩⲁⲡ	ⲉ|ϯ-ϩⲁⲡ
ⲉⲛⲏ	ⲉ|ⲛⲏ
ⲉⲧⲥⲁ-ⲃⲟⲗ	ⲉⲧ|ⲥⲁ-ⲃⲟⲗ
ⲛⲏ	ⲛⲏ
ⲉⲧⲥⲁ-ϧⲟⲩⲛ	ⲉⲧ|ⲥⲁ-ϧⲟⲩⲛ
ⲛⲑⲱⲧⲉⲛ	ⲛⲑⲱⲧⲉⲛ
ⲙⲁ-ϩⲁⲡ	ⲙⲁ-ϩⲁⲡ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ⲛⲏ	ⲛⲏ
ⲉⲧⲥⲁⲃⲟⲗ	ⲉⲧ|ⲥⲁ|ⲃⲟⲗ
ⲇⲉ	ⲇⲉ
ⲫⲛⲟⲩϯ	ⲫ|ⲛⲟⲩϯ
ⲉϥⲉϯ-ϩⲁⲡ	ⲉϥⲉ|ϯ-ϩⲁⲡ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ⲁⲗⲓⲟⲩⲓ	ⲁⲗⲓⲟⲩⲓ
ⲙⲡⲓⲡ-ⲉⲧ-ϩⲱⲟⲩ	ⲙ|ⲡⲓ|ⲡ-ⲉⲧ-ϩⲱⲟⲩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
ϧⲉⲛⲑⲏⲛⲟⲩ	ϧⲉⲛ|ⲑⲏⲛⲟⲩ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲁⲗⲓⲛ	ⲡⲁⲗⲓⲛ
ⲁϥⲉⲣϩⲏⲧⲥ	ⲁ|ϥ|ⲉⲣ|ϩⲏⲧ|ⲥ
ⲛϯ-ⲥⲃⲱ	ⲛ|ϯ-ⲥⲃⲱ
ⲉⲥⲕⲉⲛⲫⲓⲟⲙ	ⲉⲥⲕⲉⲛ|ⲫ|ⲓⲟⲙ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲑⲱⲟⲩϯ	ⲁ|ⲩ|ⲑⲱⲟⲩϯ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ⲛϫⲉⲟⲩⲙⲏϣ	ⲛϫⲉ|ⲟⲩ|ⲙⲏϣ
ⲉϥⲟϣ	ⲉ|ϥ|ⲟϣ
ϩⲱⲥⲧⲉ	ϩⲱⲥⲧⲉ
ⲛⲧⲉⲁⲗⲏⲓ	ⲛⲧⲉ|ⲁⲗⲏⲓ
ⲉⲡⲓϫⲟⲓ	ⲉ|ⲡⲓ|ϫⲟⲓ
ⲛⲧⲉϩⲉⲙⲥⲓ	ⲛⲧⲉ|ϩⲉⲙⲥⲓ
ϧⲉⲛⲫⲓⲟⲙ	ϧⲉⲛ|ⲫ|ⲓⲟⲙ
ϩⲓⲡⲓⲭⲣⲟ	ϩⲓ|ⲡⲓ|ⲭⲣⲟ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϯ-ⲥⲃⲱ	ⲛⲁ|ϥ|ϯ-ⲥⲃⲱ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ⲛϩⲁⲛⲙⲏϣ	ⲛ|ϩⲁⲛ|ⲙⲏϣ
ϧⲉⲛϩⲁⲛⲡⲁⲣⲁⲃⲟⲗⲏ	ϧⲉⲛ|ϩⲁⲛ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϧⲉⲛⲧⲉϥⲥⲃⲱ	ϧⲉⲛ|ⲧⲉϥ|ⲥⲃⲱ
ϫⲉ	ϫⲉ
ⲥⲱⲧⲉⲙ	ⲥⲱⲧⲉⲙ
ϩⲏⲡⲡⲉ	ϩⲏⲡⲡⲉ
ⲁϥⲓ	ⲁ|ϥ|ⲓ
ⲛϫⲉⲫⲏ	ⲛϫⲉ|ⲫⲏ
ⲉⲧⲥⲓϯ	ⲉ|ⲧ|ⲥⲓϯ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲥϣⲱⲡⲓ	ⲁ|ⲥ|ϣⲱⲡⲓ
ϧⲉⲛⲡϫⲓⲛⲑⲣⲉϥⲥⲓϯ	ϧⲉⲛ|ⲡ|ϫⲓⲛ|ⲑⲣⲉ|ϥ|ⲥⲓϯ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲟⲩⲁⲓ	ⲟⲩⲁⲓ
ⲙⲉⲛ	ⲙⲉⲛ
ⲁϥϩⲉⲓ	ⲁ|ϥ|ϩⲉⲓ
ⲉⲥⲕⲉⲛⲡⲓⲙⲱⲓⲧ	ⲉⲥⲕⲉⲛ|ⲡⲓ|ⲙⲱⲓⲧ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩⲓ	ⲁ|ⲩ|ⲓ
ⲛϫⲉⲛⲓϩⲁⲗⲁϯ	ⲛϫⲉ|ⲛⲓ|ϩⲁⲗⲁϯ
ⲁⲩⲟⲩⲟⲙϥ	ⲁ|ⲩ|ⲟⲩⲟⲙ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲕⲉⲟⲩⲁⲓ	ⲕⲉ|ⲟⲩⲁⲓ
ⲁϥϩⲉⲓ	ⲁ|ϥ|ϩⲉⲓ
ⲉϫⲉⲛⲡⲓⲙⲁ	ⲉϫⲉⲛ|ⲡⲓ|ⲙⲁ
ⲙⲡⲉⲧⲣⲁ	ⲙ|ⲡⲉⲧⲣⲁ
ⲡⲓⲙⲁ	ⲡⲓ|ⲙⲁ
ⲉⲧⲉⲙⲙⲟⲛⲙⲏϣ	ⲉⲧⲉ|ⲙⲙⲟⲛ|ⲙⲏϣ
ⲛⲕⲁϩⲓ	ⲛ|ⲕⲁϩⲓ
ⲙⲙⲁⲩ	ⲙⲙⲁⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲥⲁⲧⲟⲧϥ	ⲥⲁⲧⲟⲧϥ
ⲁϥⲣⲱⲧ	ⲁ|ϥ|ⲣⲱⲧ
ⲉⲑⲃⲉϫⲉⲙⲙⲟⲛⲧⲉϥ	ⲉⲑⲃⲉ|ϫⲉ|ⲙⲙⲟⲛⲧⲉ|ϥ
ϣⲱⲕ	ϣⲱⲕ
ⲛⲕⲁϩⲓ	ⲛ|ⲕⲁϩⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϩⲟⲧⲉ	ϩⲟⲧⲉ
ⲉⲧⲁϥϣⲁⲓ	ⲉⲧ|ⲁ|ϥ|ϣⲁⲓ
ⲛϫⲉⲫⲣⲏ	ⲛϫⲉ|ⲫ|ⲣⲏ
ⲁϥⲉⲣ-ⲕⲁⲩⲙⲁ	ⲁ|ϥ|ⲉⲣ-ⲕⲁⲩⲙⲁ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲑⲃⲉϫⲉⲙⲙⲟⲛⲧⲉϥ	ⲉⲑⲃⲉ|ϫⲉ|ⲙⲙⲟⲛⲧⲉ|ϥ
ⲛⲟⲩⲛⲓ	ⲛⲟⲩⲛⲓ
ⲁϥϣⲱⲟⲩⲓ	ⲁ|ϥ|ϣⲱⲟⲩⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲕⲉⲟⲩⲁⲓ	ⲕⲉ|ⲟⲩⲁⲓ
ⲁϥϩⲉⲓ	ⲁ|ϥ|ϩⲉⲓ
ⲉϫⲉⲛⲛⲓⲥⲟⲩⲣⲓ	ⲉϫⲉⲛ|ⲛⲓ|ⲥⲟⲩⲣⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁⲩⲓ	ⲉⲧ|ⲁ|ⲩ|ⲓ
ⲉϩⲣⲏⲓ	ⲉϩⲣⲏⲓ
ⲛϫⲉⲛⲓⲥⲟⲩⲣⲓ	ⲛϫⲉ|ⲛⲓ|ⲥⲟⲩⲣⲓ
ⲁⲩⲟϫϩϥ	ⲁ|ⲩ|ⲟϫϩ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲙⲡⲉϥϯⲟⲩⲧⲁϩ	ⲙⲡⲉ|ϥ|ϯ|ⲟⲩⲧⲁϩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϩⲁⲛⲕⲉⲟⲩⲟⲛ	ϩⲁⲛ|ⲕⲉ|ⲟⲩⲟⲛ
ⲁⲩϩⲉⲓ	ⲁ|ⲩ|ϩⲉⲓ
ⲉϫⲉⲛⲟⲩⲕⲁϩⲓ	ⲉϫⲉⲛ|ⲟⲩ|ⲕⲁϩⲓ
ⲉⲑⲛⲁⲛⲉϥ	ⲉⲑ|ⲛⲁⲛⲉ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲁⲩϯ-ⲟⲩⲧⲁϩ	ⲁ|ⲩ|ϯ-ⲟⲩⲧⲁϩ
ⲉϥⲛⲏⲟⲩ	ⲉ|ϥ|ⲛⲏⲟⲩ
ⲉϩⲣⲏⲓ	ⲉϩⲣⲏⲓ
ⲁϥⲉⲣ-ⲉⲩⲑⲏⲛⲓⲛ	ⲁ|ϥ|ⲉⲣ-ⲉⲩⲑⲏⲛⲓⲛ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲟⲩⲁⲓ	ⲟⲩⲁⲓ
ⲁϥⲉⲛⲗ	ⲁ|ϥ|ⲉⲛ|ⲗ
ⲕⲉⲟⲩⲁⲓ	ⲕⲉ|ⲟⲩⲁⲓ
ⲛⲝ	ⲛ|ⲝ
ⲕⲉⲟⲩⲁⲓ	ⲕⲉ|ⲟⲩⲁⲓ
ⲛⲣ	ⲛ|ⲣ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ϫⲉⲫⲏ	ϫⲉ|ⲫⲏ
ⲉⲧⲉⲟⲩⲟⲛ	ⲉⲧⲉ|ⲟⲩⲟⲛ
ⲟⲩⲙⲁϣϫ	ⲟⲩ|ⲙⲁϣϫ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲉⲥⲱⲧⲉⲙ	ⲉ|ⲥⲱⲧⲉⲙ
ⲙⲁⲣⲉϥⲥⲱⲧⲉⲙ	ⲙⲁⲣⲉ|ϥ|ⲥⲱⲧⲉⲙ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲧⲁϥϣⲱⲡⲓ	ⲉⲧ|ⲁ|ϥ|ϣⲱⲡⲓ
ⲙⲙⲁⲩⲁⲧϥ	ⲙⲙⲁⲩⲁⲧ|ϥ
ⲛⲁⲩϯ-ϩⲟ	ⲛⲁ|ⲩ|ϯ-ϩⲟ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ⲛϫⲉⲛⲏ	ⲛϫⲉ|ⲛⲏ
ⲉⲧⲕⲱϯ	ⲉⲧ|ⲕⲱϯ
ⲉⲣⲟϥ	ⲉⲣⲟ|ϥ
ⲛⲉⲙⲡⲓⲓⲃ	ⲛⲉⲙ|ⲡⲓ|ⲓⲃ
ⲉⲑⲃⲉⲛⲓⲡⲁⲣⲁⲃⲟⲗⲏ	ⲉⲑⲃⲉ|ⲛⲓ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϫⲱ	ⲛⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ⲡⲉ	ⲡⲉ
ϫⲉⲛⲑⲱⲧⲉⲛ	ϫⲉ|ⲛⲑⲱⲧⲉⲛ
ⲉⲧⲉⲛⲓⲙⲩⲥⲧⲏⲣⲓⲟⲛ	ⲉⲧⲉ|ⲛⲓ|ⲙⲩⲥⲧⲏⲣⲓⲟⲛ
ⲧⲟⲓ	ⲧⲟⲓ
ⲛⲱⲧⲉⲛ	ⲛⲱ|ⲧⲉⲛ
ⲛⲧⲉϯⲙⲉⲧ-ⲟⲩⲣⲟ	ⲛⲧⲉ|ϯ|ⲙⲉⲧ-ⲟⲩⲣⲟ
ⲛⲧⲉⲫⲛⲟⲩϯ	ⲛⲧⲉ|ⲫ|ⲛⲟⲩϯ
ⲛⲏ	ⲛⲏ
ⲇⲉ	ⲇⲉ
ⲛⲑⲱⲟⲩ	ⲛⲑⲱⲟⲩ
ⲉⲧⲥⲁⲃⲟⲗ	ⲉⲧ|ⲥⲁ|ⲃⲟⲗ
ϣⲁⲣⲉⲡⲧⲏⲣ-ϥ	ϣⲁⲣⲉ|ⲡ|ⲧⲏⲣ-ϥ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϧⲉⲛϩⲁⲛⲡⲁⲣⲁⲃⲟⲗⲏ	ϧⲉⲛ|ϩⲁⲛ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
ⲉⲩⲛⲁⲩ	ⲉ|ⲩ|ⲛⲁⲩ
ⲛⲧⲟⲩⲛⲁⲩ	ⲛⲧ|ⲟⲩ|ⲛⲁⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲟⲩϣⲧⲉⲙⲛⲁⲩ	ⲛⲧ|ⲟⲩ|ϣⲧⲉⲙ|ⲛⲁⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉⲩⲥⲱⲧⲉⲙ	ⲉ|ⲩ|ⲥⲱⲧⲉⲙ
ⲛⲧⲟⲩⲥⲱⲧⲉⲙ	ⲛⲧ|ⲟⲩ|ⲥⲱⲧⲉⲙ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲟⲩϣⲧⲉⲙⲕⲁϯ	ⲛⲧ|ⲟⲩ|ϣⲧⲉⲙ|ⲕⲁϯ
ⲙⲏⲡⲟⲧⲉ	ⲙⲏⲡⲟⲧⲉ
ⲛⲧⲟⲩⲕⲟⲧⲟⲩ	ⲛⲧ|ⲟⲩ|ⲕⲟⲧ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲟⲩⲭⲱ	ⲛ|ⲧⲟⲩ|ⲭⲱ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ⲉⲃⲟⲗ	ⲉⲃⲟⲗ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲉϫⲁϥ	ⲡⲉϫⲁ|ϥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉ	ϫⲉ
ⲧⲉⲧⲉⲛⲉⲙⲓ	ⲧⲉⲧⲉⲛ|ⲉⲙⲓ
ⲁⲛ	ⲁⲛ
ⲉⲧⲁⲓⲡⲁⲣⲁⲃⲟⲗⲏ	ⲉ|ⲧⲁⲓ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲱⲥ	ⲡⲱⲥ
ⲛⲓⲕⲉⲡⲁⲣⲁⲃⲟⲗⲏ	ⲛⲓ|ⲕⲉ|ⲡⲁⲣⲁⲃⲟⲗⲏ
ⲧⲏⲣⲟⲩ	ⲧⲏⲣ|ⲟⲩ
ⲧⲉⲧⲉⲛⲛⲁⲥⲟⲩⲱⲛⲟⲩ	ⲧⲉⲧⲉⲛ|ⲛⲁ|ⲥⲟⲩⲱⲛ|ⲟⲩ
ⲫⲏ	ⲫⲏ
ⲉⲧⲥⲓϯ	ⲉⲧ|ⲥⲓϯ
ⲁϥⲥⲓϯ	ⲁ|ϥ|ⲥⲓϯ
ⲙⲡⲓⲥⲁϫⲓ	ⲙ|ⲡⲓ|ⲥⲁϫⲓ
.	.
ⲛⲁⲓ	ⲛⲁⲓ
ⲇⲉ	ⲇⲉ
ⲛⲉ	ⲛⲉ
ⲛⲏ	ⲛⲏ
ⲉⲧϩⲓⲥⲕⲉⲛ	ⲉⲧ|ϩⲓ|ⲥⲕⲉⲛ
ⲡⲓⲙⲱⲓⲧ	ⲡⲓ|ⲙⲱⲓⲧ
ⲡⲓⲙⲁ	ⲡⲓ|ⲙⲁ
ⲉⲧⲁⲩⲥⲓϯ	ⲉⲧ|ⲁ|ⲩ|ⲥⲓϯ
ⲙⲡⲓⲥⲁϫⲓ	ⲙ|ⲡⲓ|ⲥⲁϫⲓ
ⲙⲙⲟϥ	ⲙⲙⲟ|ϥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲉϣⲱⲡ	ⲉϣⲱⲡ
ⲛⲧⲟⲩⲥⲱⲧⲉⲙ	ⲛⲧ|ⲟⲩ|ⲥⲱⲧⲉⲙ
ⲥⲁⲧⲟⲧϥ	ⲥⲁⲧⲟⲧϥ
ⲇⲉ	ⲇⲉ
ϣⲁϥⲓ	ϣⲁ|ϥ|ⲓ
ⲛϫⲉⲡⲥⲁⲧⲁⲛⲁⲥ	ⲛϫⲉ|ⲡ|ⲥⲁⲧⲁⲛⲁⲥ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲧⲉϥⲱⲗⲓ	ⲛⲧⲉ|ϥ|ⲱⲗⲓ
ⲙⲡⲓⲥⲁϫⲓ	ⲙ|ⲡⲓ|ⲥⲁϫⲓ
ⲉⲧⲁⲩⲥⲁⲧϥ	ⲉⲧ|ⲁ|ⲩ|ⲥⲁⲧ|ϥ
ⲛϧⲏⲧⲟⲩ	ⲛϧⲏⲧ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁⲓ	ⲛⲁⲓ
ⲟⲛ	ⲟⲛ
ⲙⲡⲁⲓⲣⲏϯ	ⲙ|ⲡⲁⲓ|ⲣⲏϯ
ⲡⲉ	ⲡⲉ
ⲛⲏ	ⲛⲏ
ⲉⲧⲁⲩⲥⲁⲧⲟⲩ	ⲉⲧ|ⲁ|ⲩ|ⲥⲁⲧ|ⲟⲩ
ϩⲓϫⲉⲛⲛⲓⲙⲁ	ϩⲓϫⲉⲛ|ⲛⲓ|ⲙⲁ
ⲙⲡⲉⲧⲣⲁ	ⲙ|ⲡⲉⲧⲣⲁ
ⲛⲏ	ⲛⲏ
ⲉⲧⲁⲩϣⲁ	ⲉⲧ|ⲁ|ⲩ|ϣⲁ
ⲛⲥⲱⲧⲉⲙ	ⲛ|ⲥⲱⲧⲉⲙ
ⲉⲡⲓⲥⲁϫⲓ	ⲉ|ⲡⲓ|ⲥⲁϫⲓ
ϣⲁⲩϭⲓⲧϥ	ϣⲁ|ⲩ|ϭⲓⲧ|ϥ
ϧⲉⲛⲟⲩⲣⲁϣⲓ	ϧⲉⲛ|ⲟⲩ|ⲣⲁϣⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲙⲙⲟⲛⲛⲟⲩⲛⲓ	ⲙⲙⲟⲛ|ⲛⲟⲩⲛⲓ
ⲛϧⲏⲧⲟⲩ	ⲛϧⲏⲧ|ⲟⲩ
ⲁⲗⲗⲁ	ⲁⲗⲗⲁ
ϩⲁⲛⲡⲣⲟⲥⲟⲩⲥⲏⲟⲩ	ϩⲁⲛ|ⲡⲣⲟⲥⲟⲩⲥⲏⲟⲩ
ⲛⲉ	ⲛⲉ
ⲓⲧⲁ	ⲓⲧⲁ
ⲁⲣⲉϣⲁⲛⲟⲩϩⲟϫϩⲉϫ	ⲁⲣⲉϣⲁⲛ|ⲟⲩ|ϩⲟϫϩⲉϫ
ϣⲱⲡⲓ	ϣⲱⲡⲓ
ⲓⲉ	ⲓⲉ
ⲟⲩⲇⲓⲱⲅⲙⲟⲥ	ⲟⲩ|ⲇⲓⲱⲅⲙⲟⲥ
ⲉⲑⲃⲉⲡⲓⲥⲁϫⲓ	ⲉⲑⲃⲉ|ⲡⲓ|ⲥⲁϫⲓ
ⲥⲁⲧⲟⲧⲟⲩ	ⲥⲁⲧⲟⲧⲟⲩ
ϣⲁⲩⲉⲣ-ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲥⲑⲉ	ϣⲁ|ⲩ|ⲉⲣ-ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉⲥⲑⲉ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϩⲁⲛⲕⲉⲟⲩⲟⲛ	ϩⲁⲛ|ⲕⲉ|ⲟⲩⲟⲛ
ⲛⲉ	ⲛⲉ
ⲛⲏ	ⲛⲏ
ⲉⲧⲁⲩⲥⲁⲧⲟⲩ	ⲉⲧ|ⲁ|ⲩ|ⲥⲁⲧ|ⲟⲩ
ϩⲓϫⲉⲛⲛⲓⲥⲟⲩⲣⲓ	ϩⲓϫⲉⲛ|ⲛⲓ|ⲥⲟⲩⲣⲓ
ⲛⲁⲓ	ⲛⲁⲓ
ⲛⲉ	ⲛⲉ
ⲛⲏ	ⲛⲏ
ⲉⲧⲁⲩⲥⲱⲧⲉⲙ	ⲉⲧ|ⲁ|ⲩ|ⲥⲱⲧⲉⲙ
ⲉⲡⲓⲥⲁϫⲓ	ⲉ|ⲡⲓ|ⲥⲁϫⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲡⲓⲣⲱⲟⲩϣ	ⲡⲓ|ⲣⲱⲟⲩϣ
ⲛⲧⲉⲡⲁⲓⲉⲛⲉϩ	ⲛⲧⲉ|ⲡⲁⲓ|ⲉⲛⲉϩ
ⲛⲉⲙϯⲁⲡⲁⲧⲏ	ⲛⲉⲙ|ϯ|ⲁⲡⲁⲧⲏ
ⲛⲧⲉϯⲙⲉⲧ-ⲣⲁⲙ-ⲁⲟ	ⲛⲧⲉ|ϯ|ⲙⲉⲧ-ⲣⲁⲙ-ⲁⲟ
ⲛⲉⲙⲛⲓⲉⲡⲓⲑⲩⲙⲓⲁ	ⲛⲉⲙ|ⲛⲓ|ⲉⲡⲓⲑⲩⲙⲓⲁ
ⲛⲧⲉⲛⲓⲕⲉⲥⲱϫⲡ	ⲛⲧⲉ|ⲛⲓ|ⲕⲉ|ⲥⲱϫⲡ
ⲉⲩⲙⲟϣⲓ	ⲉ|ⲩ|ⲙⲟϣⲓ
ⲛϧⲏⲧⲟⲩ	ⲛϧⲏⲧ|ⲟⲩ
ⲥⲉⲱϫϩ	ⲥⲉ|ⲱϫϩ
ⲙⲡⲓⲥⲁϫⲓ	ⲙ|ⲡⲓ|ⲥⲁϫⲓ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁϥⲉⲣ-ⲁⲧ-ⲟⲩⲧⲁϩ	ϣⲁ|ϥ|ⲉⲣ-ⲁⲧ-ⲟⲩⲧⲁϩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲏ	ⲛⲏ
ϩⲱⲟⲩ	ϩⲱ|ⲟⲩ
ⲉⲧⲁⲩⲥⲁⲧⲟⲩ	ⲉⲧ|ⲁ|ⲩ|ⲥⲁⲧ|ⲟⲩ
ϩⲓϫⲉⲛⲡⲓⲕⲁϩⲓ	ϩⲓϫⲉⲛ|ⲡⲓ|ⲕⲁϩⲓ
ⲉⲑⲛⲁⲛⲉϥ	ⲉⲑ|ⲛⲁⲛⲉ|ϥ
ⲛⲏ	ⲛⲏ
ⲉⲧⲁⲩϣⲁ	ⲉⲧ|ⲁ|ⲩ|ϣⲁ
ⲛⲥⲱⲧⲉⲙ	ⲛ|ⲥⲱⲧⲉⲙ
ⲉⲡⲓⲥⲁϫⲓ	ⲉ|ⲡⲓ|ⲥⲁϫⲓ
ϣⲁⲩϣⲟⲡϥ	ϣⲁ|ⲩ|ϣⲟⲡ|ϥ
ⲉⲣⲱⲟⲩ	ⲉⲣⲱ|ⲟⲩ
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ϣⲁⲩϯⲟⲩⲧⲁϩ	ϣⲁ|ⲩ|ϯ|ⲟⲩⲧⲁϩ
ⲟⲩⲁⲓ	ⲟⲩⲁⲓ
ⲛⲗ	ⲛ|ⲗ
ⲟⲩⲁⲓ	ⲟⲩⲁⲓ
ⲛⲝ	ⲛ|ⲝ
ⲟⲩⲁⲓ	ⲟⲩⲁⲓ
ⲛⲣ	ⲛ|ⲣ
.	.
ⲟⲩⲟϩ	ⲟⲩⲟϩ
ⲛⲁϥϫⲱ	ⲛ|ⲁ|ϥ|ϫⲱ
ⲙⲙⲟⲥ	ⲙⲙⲟ|ⲥ
ⲛⲱⲟⲩ	ⲛⲱ|ⲟⲩ
ϫⲉⲙⲏⲧⲓ	ϫⲉ|ⲙⲏⲧⲓ
ϣⲁⲩϭⲉⲣⲉ	ϣⲁ|ⲩ|ϭⲉⲣⲉ
ⲟⲩϧⲏⲃⲥ	ⲟⲩ|ϧⲏⲃⲥ
ϩⲓⲛⲁ	ϩⲓⲛⲁ
